1,0.029688273,0.024740228,0.02721425,0.037110341,0.039584364,0.049480455,0.029688273,0.042058387,0.059376546,0.032162296,0.042058387,0.024740228,0.056902524,0.034636319,0.04453241,0.029688273,0.034636319,0.042058387,0.04453241,0.037110341,0.034636319,0.017318159,0.02721425,0.042058387,0.034636319,0.029688273,0.024740228,0.02721425
49,0.029688273,0.024740228,0.02721425,0.037110341,0.039584364,0.049480455,0.029688273,0.042058387,0.059376546,0.032162296,0.042058387,0.024740228,0.056902524,0.034636319,0.04453241,0.029688273,0.034636319,0.042058387,0.04453241,0.037110341,0.034636319,0.017318159,0.02721425,0.042058387,0.034636319,0.029688273,0.024740228,0.02721425
97,0.029688273,0.024740228,0.02721425,0.037110341,0.039584364,0.049480455,0.029688273,0.042058387,0.059376546,0.032162296,0.042058387,0.024740228,0.056902524,0.034636319,0.04453241,0.029688273,0.034636319,0.042058387,0.04453241,0.037110341,0.034636319,0.017318159,0.02721425,0.042058387,0.034636319,0.029688273,0.024740228,0.02721425
145,0.029688273,0.024740228,0.02721425,0.037110341,0.039584364,0.049480455,0.029688273,0.042058387,0.059376546,0.032162296,0.042058387,0.024740228,0.056902524,0.034636319,0.04453241,0.029688273,0.034636319,0.042058387,0.04453241,0.037110341,0.034636319,0.017318159,0.02721425,0.042058387,0.034636319,0.029688273,0.024740228,0.02721425
193,0.029688273,0.024740228,0.02721425,0.037110341,0.039584364,0.049480455,0.029688273,0.042058387,0.059376546,0.032162296,0.042058387,0.024740228,0.056902524,0.034636319,0.04453241,0.029688273,0.034636319,0.042058387,0.04453241,0.037110341,0.034636319,0.017318159,0.02721425,0.042058387,0.034636319,0.029688273,0.024740228,0.02721425
241,0.029688273,0.024740228,0.02721425,0.037110341,0.039584364,0.049480455,0.029688273,0.042058387,0.059376546,0.032162296,0.042058387,0.024740228,0.056902524,0.034636319,0.04453241,0.029688273,0.034636319,0.042058387,0.04453241,0.037110341,0.034636319,0.017318159,0.02721425,0.042058387,0.034636319,0.029688273,0.024740228,0.02721425
289,0.029688273,0.024740228,0.02721425,0.037110341,0.039584364,0.049480455,0.029688273,0.042058387,0.059376546,0.032162296,0.042058387,0.024740228,0.056902524,0.034636319,0.04453241,0.029688273,0.034636319,0.042058387,0.04453241,0.037110341,0.034636319,0.017318159,0.02721425,0.042058387,0.034636319,0.029688273,0.024740228,0.02721425
337,0.029688273,0.024740228,0.02721425,0.037110341,0.039584364,0.049480455,0.029688273,0.042058387,0.059376546,0.032162296,0.042058387,0.024740228,0.056902524,0.034636319,0.04453241,0.029688273,0.034636319,0.042058387,0.04453241,0.037110341,0.034636319,0.017318159,0.02721425,0.042058387,0.034636319,0.029688273,0.024740228,0.02721425
385,0.029688273,0.024740228,0.02721425,0.037110341,0.039584364,0.049480455,0.029688273,0.042058387,0.059376546,0.032162296,0.042058387,0.024740228,0.056902524,0.034636319,0.04453241,0.029688273,0.034636319,0.042058387,0.04453241,0.037110341,0.034636319,0.017318159,0.02721425,0.042058387,0.034636319,0.029688273,0.024740228,0.02721425
433,0.029688273,0.024740228,0.02721425,0.037110341,0.039584364,0.049480455,0.029688273,0.042058387,0.059376546,0.032162296,0.042058387,0.024740228,0.056902524,0.034636319,0.04453241,0.029688273,0.034636319,0.042058387,0.04453241,0.037110341,0.034636319,0.017318159,0.02721425,0.042058387,0.034636319,0.029688273,0.024740228,0.02721425
