"Tick","AdoptionPercentage","TypeID"
1.0,0.05937654626422563,SmartGridTechnologyAdoption
49.0,0.05937654626422563,SmartGridTechnologyAdoption
97.0,0.05937654626422563,SmartGridTechnologyAdoption
145.0,0.05937654626422563,SmartGridTechnologyAdoption
193.0,0.05937654626422563,SmartGridTechnologyAdoption
241.0,0.05937654626422563,SmartGridTechnologyAdoption
289.0,0.05937654626422563,SmartGridTechnologyAdoption
337.0,0.05937654626422563,SmartGridTechnologyAdoption
385.0,0.05937654626422563,SmartGridTechnologyAdoption
433.0,0.05937654626422563,SmartGridTechnologyAdoption
481.0,0.05937654626422563,SmartGridTechnologyAdoption
529.0,0.05937654626422563,SmartGridTechnologyAdoption
577.0,0.05937654626422563,SmartGridTechnologyAdoption
625.0,0.05937654626422563,SmartGridTechnologyAdoption
673.0,0.05937654626422563,SmartGridTechnologyAdoption
721.0,0.05937654626422563,SmartGridTechnologyAdoption
769.0,0.05937654626422563,SmartGridTechnologyAdoption
817.0,0.05937654626422563,SmartGridTechnologyAdoption
865.0,0.05937654626422563,SmartGridTechnologyAdoption
913.0,0.05937654626422563,SmartGridTechnologyAdoption
961.0,0.05937654626422563,SmartGridTechnologyAdoption
1009.0,0.05937654626422563,SmartGridTechnologyAdoption
1057.0,0.06185056902523503,SmartGridTechnologyAdoption
1105.0,0.06185056902523503,SmartGridTechnologyAdoption
1153.0,0.06432459178624443,SmartGridTechnologyAdoption
1201.0,0.06432459178624443,SmartGridTechnologyAdoption
1249.0,0.06432459178624443,SmartGridTechnologyAdoption
1297.0,0.06927263730826323,SmartGridTechnologyAdoption
1345.0,0.07422068283028203,SmartGridTechnologyAdoption
1393.0,0.07669470559129143,SmartGridTechnologyAdoption
1441.0,0.07669470559129143,SmartGridTechnologyAdoption
1489.0,0.07669470559129143,SmartGridTechnologyAdoption
1537.0,0.07916872835230084,SmartGridTechnologyAdoption
1585.0,0.07916872835230084,SmartGridTechnologyAdoption
1633.0,0.08164275111331024,SmartGridTechnologyAdoption
1681.0,0.08164275111331024,SmartGridTechnologyAdoption
1729.0,0.08164275111331024,SmartGridTechnologyAdoption
1777.0,0.08164275111331024,SmartGridTechnologyAdoption
1825.0,0.08411677387431965,SmartGridTechnologyAdoption
1873.0,0.08411677387431965,SmartGridTechnologyAdoption
1921.0,0.08659079663532905,SmartGridTechnologyAdoption
1969.0,0.08906481939633845,SmartGridTechnologyAdoption
2017.0,0.08906481939633845,SmartGridTechnologyAdoption
2065.0,0.08906481939633845,SmartGridTechnologyAdoption
2113.0,0.09153884215734785,SmartGridTechnologyAdoption
2161.0,0.09153884215734785,SmartGridTechnologyAdoption
2209.0,0.09153884215734785,SmartGridTechnologyAdoption
2257.0,0.09153884215734785,SmartGridTechnologyAdoption
2305.0,0.09153884215734785,SmartGridTechnologyAdoption
2353.0,0.09153884215734785,SmartGridTechnologyAdoption
2401.0,0.09153884215734785,SmartGridTechnologyAdoption
2449.0,0.09153884215734785,SmartGridTechnologyAdoption
2497.0,0.09153884215734785,SmartGridTechnologyAdoption
2545.0,0.09153884215734785,SmartGridTechnologyAdoption
2593.0,0.09153884215734785,SmartGridTechnologyAdoption
2641.0,0.09648688767936665,SmartGridTechnologyAdoption
2689.0,0.09648688767936665,SmartGridTechnologyAdoption
2737.0,0.09648688767936665,SmartGridTechnologyAdoption
2785.0,0.10143493320138545,SmartGridTechnologyAdoption
2833.0,0.10143493320138545,SmartGridTechnologyAdoption
2881.0,0.10143493320138545,SmartGridTechnologyAdoption
2929.0,0.10638297872340426,SmartGridTechnologyAdoption
2977.0,0.11133102424542306,SmartGridTechnologyAdoption
3025.0,0.11380504700643246,SmartGridTechnologyAdoption
3073.0,0.11627906976744186,SmartGridTechnologyAdoption
3121.0,0.11875309252845126,SmartGridTechnologyAdoption
3169.0,0.11875309252845126,SmartGridTechnologyAdoption
3217.0,0.11875309252845126,SmartGridTechnologyAdoption
3265.0,0.11875309252845126,SmartGridTechnologyAdoption
3313.0,0.11875309252845126,SmartGridTechnologyAdoption
3361.0,0.11875309252845126,SmartGridTechnologyAdoption
3409.0,0.11875309252845126,SmartGridTechnologyAdoption
3457.0,0.11875309252845126,SmartGridTechnologyAdoption
3505.0,0.11875309252845126,SmartGridTechnologyAdoption
3553.0,0.11875309252845126,SmartGridTechnologyAdoption
3601.0,0.11875309252845126,SmartGridTechnologyAdoption
3649.0,0.12370113805047006,SmartGridTechnologyAdoption
3697.0,0.12370113805047006,SmartGridTechnologyAdoption
